host,neighboraddress,timestamp,vrf,lastchange,peer_as,sessionstate,prefixesreceived,prefixaccepted,prefixsent,peergroups,neighborinfo,DeviceType
sx98a722y.network.microsoft.com,2ff1:f801:3040:1::2e6,31:08.0,default,38:43.8,,ESTABLISHED,0,0,0,corp-tor-v6,sx98an52b,TS
sx98a722y.network.microsoft.com,172.199.238.75,31:08.0,default,47:14.3,,ESTABLISHED,0,355,0,corp-tsl-v4,sx98anrz2,TS
sx98a722y.network.microsoft.com,2ff1:f801:3040:1::23d,31:08.0,default,47:17.0,,ESTABLISHED,161,161,172,corp-bl-v6,sx98anrb4,TS
sx98a722y.network.microsoft.com,172.199.238.18,31:08.0,default,47:14.1,,ESTABLISHED,0,352,0,corp-bl-v4,sx98anrb2,TS
sx98a722y.network.microsoft.com,2ff1:f801:3040:1::2e2,31:08.0,default,06:59.0,,ESTABLISHED,0,0,0,corp-tor-v6,sx98an52a,TS
sx98a722y.network.microsoft.com,172.199.238.20,31:08.0,default,47:13.6,,ESTABLISHED,352,352,185,corp-bl-v4,sx98anrb3,TS
sx98a722y.network.microsoft.com,2ff1:f801:3040:1::2a6,31:08.0,default,47:15.9,,ESTABLISHED,0,169,0,corp-tsl-v6,sx98anrz2,TS
sx98a722y.network.microsoft.com,172.199.238.105,31:08.0,default,06:56.3,,ESTABLISHED,2,0,0,corp-tor-v4,sx98an52a,TS
sx98an54b.network.microsoft.com,199.32.65.0,31:08.2,default,24:51.8,,ESTABLISHED,,,,evpz-bl,sx98anrb1,NS_TOR
sx98an54b.network.microsoft.com,172.199.238.122,31:08.2,default,24:51.1,,ESTABLISHED,56,56,2,corp-ts-v4,sx98a724y,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::26,31:08.2,vpz,15:44.2,,ESTABLISHED,0,0,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::25,31:08.2,vpz,01:32.5,,ESTABLISHED,0,0,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::11,31:08.2,vpz,31:28.9,,ESTABLISHED,0,0,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::21,31:08.2,vpz,29:05.0,,ESTABLISHED,0,1,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::13,31:08.2,vpz,17:13.0,,ESTABLISHED,1,1,1,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::23,31:08.2,vpz,16:29.6,,ESTABLISHED,0,0,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::14,31:08.2,vpz,06:06.1,,ESTABLISHED,0,0,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::24,31:08.2,vpz,25:35.3,,ESTABLISHED,0,1,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3040:1::305,31:08.2,default,24:52.6,,ESTABLISHED,52,52,2,corp-ts-v6,sx98a724y,NS_TOR
sx98an54b.network.microsoft.com,199.32.65.1,31:08.2,default,24:51.8,,ESTABLISHED,,,,evpz-bl,sx98anrb2,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3040:1::30d,31:08.2,default,24:52.3,,ESTABLISHED,52,52,2,corp-ts-v6,sx98a724z,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::22,31:08.2,vpz,06:56.9,,ESTABLISHED,1,1,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::f260:b29c,31:08.2,vpz,50:19.0,,ESTABLISHED,1,0,1,,,NS_TOR
sx98an54b.network.microsoft.com,199.32.65.2,31:08.3,default,24:51.8,,ESTABLISHED,,,,evpz-bl,sx98anrb3,NS_TOR
sx98an54b.network.microsoft.com,199.32.65.3,31:08.3,default,24:51.8,,ESTABLISHED,,,,evpz-bl,sx98anrb4,NS_TOR
sx98an54b.network.microsoft.com,172.199.238.126,31:08.3,default,24:50.8,,ESTABLISHED,0,0,2,corp-ts-v4,sx98a724z,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::15,31:08.3,vpz,21:00.2,,ESTABLISHED,0,1,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::10,31:08.3,vpz,25:25.0,,ESTABLISHED,0,1,0,,,NS_TOR
sx98an54b.network.microsoft.com,2ff1:f801:3000:33::12,31:08.3,vpz,59:37.7,,ESTABLISHED,0,1,0,,,NS_TOR
sx98anrac.network.microsoft.com,2ff1:f801:3040:5::31,31:08.3,admin,13:54.7,,ESTABLISHED,0,0,0,admin-ms-v6,sx98an2m2,MgmtTor
sx98anrac.network.microsoft.com,2ff1:f801:3040:5::11,31:08.3,admin,13:55.4,,ESTABLISHED,0,0,0,admin-ms-v6,sx98an2m1,MgmtTor
sx98anrac.network.microsoft.com,172.199.228.24,31:08.3,admin,13:55.3,,ESTABLISHED,1,1,1,admin-ms-v4,sx98an2m2,MgmtTor
sx98anrac.network.microsoft.com,172.199.228.8,31:08.3,admin,13:55.3,,ESTABLISHED,1,1,0,admin-ms-v4,sx98an2m1,MgmtTor
sx98anraf.network.microsoft.com,2ff1:f801:3040:5::1d,31:08.5,admin,43:14.2,,ESTABLISHED,1,1,0,admin-ms-v6,sx98an2m1,MgmtTor
sx98anraf.network.microsoft.com,172.199.228.30,31:08.5,admin,43:14.1,,ESTABLISHED,0,0,0,admin-ms-v4,sx98an2m2,MgmtTor
sx98anraf.network.microsoft.com,2ff1:f801:3040:5::3d,31:08.5,admin,43:14.3,,ESTABLISHED,0,0,0,admin-ms-v6,sx98an2m2,MgmtTor
sx98anraf.network.microsoft.com,172.199.228.14,31:08.6,admin,43:14.2,,ESTABLISHED,0,0,0,admin-ms-v4,sx98an2m1,MgmtTor
sx98anrul.network.microsoft.com,199.32.65.0,31:08.8,default,22:50.6,,ESTABLISHED,,,,evpz-bl,sx98anrb1,NS_TOR
sx98anrul.network.microsoft.com,2ff1:f801:3040:1::dd,31:08.8,default,22:51.8,,ESTABLISHED,0,52,2,corp-ts-v6,sx98anru2,NS_TOR
sx98anrul.network.microsoft.com,199.32.65.3,31:08.8,default,22:50.6,,ESTABLISHED,,,,evpz-bl,sx98anrb4,NS_TOR
sx98anrul.network.microsoft.com,172.199.224.98,31:08.8,default,22:49.5,,ESTABLISHED,0,0,0,corp-ts-v4,sx98anru1,NS_TOR
sx98anrul.network.microsoft.com,199.32.65.2,31:08.8,default,22:50.5,,ESTABLISHED,,,,evpz-bl,sx98anrb3,NS_TOR
sx98anrul.network.microsoft.com,2ff1:f801:3040:1::d5,31:08.8,default,22:50.4,,ESTABLISHED,52,52,0,corp-ts-v6,sx98anru1,NS_TOR
sx98anrul.network.microsoft.com,199.32.65.1,31:08.8,default,22:50.6,,ESTABLISHED,,,,evpz-bl,sx98anrb2,NS_TOR
sx98anrul.network.microsoft.com,172.199.224.102,31:08.8,default,22:50.7,,ESTABLISHED,56,56,0,corp-ts-v4,sx98anru2,NS_TOR
sx98anraa.network.microsoft.com,2ff1:f801:3040:5::59,31:09.3,admin,44:36.9,,ESTABLISHED,1,1,2,admin-ms-v6,sx98an2m2,MgmtTor
sx98anraa.network.microsoft.com,2ff1:f801:3040:5::51,31:09.3,admin,44:35.8,,ESTABLISHED,1,1,1,admin-ms-v6,sx98an2m1,MgmtTor
sx98anraa.network.microsoft.com,172.199.228.40,31:09.3,admin,44:36.0,,ESTABLISHED,0,0,0,admin-ms-v4,sx98an2m1,MgmtTor
sx98anraa.network.microsoft.com,172.199.228.42,31:09.3,admin,44:36.9,,ESTABLISHED,1,1,1,admin-ms-v4,sx98an2m2,MgmtTor
sx98anrb2.network.microsoft.com,199.36.199.2,31:09.4,default,40:45.2,,IDLE,0,0,0,evpz-cp1,sx98anrb3,BL
sx98anrb2.network.microsoft.com,199.32.65.93,31:09.4,default,40:19.5,,ESTABLISHED,,,,evpz-client,sx98an53b,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::226,31:09.4,default,55:33.4,,ESTABLISHED,131,131,170,corp-ts-v6,sx98a721z,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::276,31:09.4,default,47:30.7,,ESTABLISHED,131,131,0,corp-ts-v6,sx98a724y,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::36,31:09.4,default,39:10.8,,ESTABLISHED,131,0,93,corp-ts-v6,sx98anru2,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3000:2::5,31:09.4,default,17:46.8,,ESTABLISHED,0,0,51,corp-wan-v6,sx98inwooca950,BL
sx98anrb2.network.microsoft.com,199.33.62.3,31:09.4,default,40:44.9,,IDLE,0,0,0,evpz-db11,,BL
sx98anrb2.network.microsoft.com,199.32.65.17,31:09.4,default,40:45.4,,CONNECT,0,0,0,evpz-client,sx98anruf,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::286,31:09.4,default,36:26.6,,ESTABLISHED,0,0,0,corp-ts-v6,sx98a724z,BL
sx98anrb2.network.microsoft.com,199.32.65.6,31:09.4,default,10:30.9,,ESTABLISHED,0,0,,evpz-client,sx98anrz1,BL
sx98anrb2.network.microsoft.com,199.32.65.12,31:09.4,default,40:44.8,,CONNECT,0,0,0,evpz-client,sx98anrua,BL
sx98anrb2.network.microsoft.com,199.36.199.3,31:09.4,default,40:46.9,,IDLE,0,0,0,evpz-cp1,sx98anrb4,BL
sx98anrb2.network.microsoft.com,199.32.65.16,31:09.4,default,40:45.5,,CONNECT,0,0,0,evpz-client,sx98anrue,BL
sx98anrb2.network.microsoft.com,172.199.224.43,31:09.4,default,54:55.4,,ESTABLISHED,0,0,0,corp-ms-v4,sx98an2m2,BL
sx98anrb2.network.microsoft.com,199.32.65.97,31:09.4,default,45:16.1,,ESTABLISHED,0,0,,evpz-client,sx98an5ur,BL
sx98anrb2.network.microsoft.com,199.32.65.96,31:09.4,default,01:30.3,,ESTABLISHED,0,0,,evpz-client,sx98an5uq,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::266,31:09.4,default,55:49.7,,ESTABLISHED,0,0,0,corp-ts-v6,sx98a723z,BL
sx98anrb2.network.microsoft.com,199.32.65.7,31:09.4,default,46:42.2,,ESTABLISHED,0,0,,evpz-client,sx98anrz2,BL
sx98anrb2.network.microsoft.com,199.32.65.20,31:09.4,default,40:47.0,,CONNECT,0,0,0,evpz-client,sx98anrui,BL
sx98anrb2.network.microsoft.com,199.32.65.24,31:09.4,default,39:15.9,,ESTABLISHED,3,3,,evpz-client,sx98anrum,BL
sx98anrb2.network.microsoft.com,199.32.65.13,31:09.4,default,40:45.2,,CONNECT,0,0,0,evpz-client,sx98anrub,BL
sx98anrb2.network.microsoft.com,172.199.224.19,31:09.4,default,55:41.4,,ESTABLISHED,0,0,0,corp-ts-v4,sx98anru1,BL
sx98anrb2.network.microsoft.com,172.199.238.43,31:09.4,default,55:48.2,,ESTABLISHED,105,0,0,corp-ts-v4,sx98a723z,BL
sx98anrb2.network.microsoft.com,172.199.238.59,31:09.4,default,36:25.0,,ESTABLISHED,107,107,355,corp-ts-v4,sx98a724z,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::56,31:09.4,default,54:57.4,,ESTABLISHED,0,0,0,corp-ms-v6,sx98an2m2,BL
sx98anrb2.network.microsoft.com,172.199.224.35,31:09.4,default,15:04.8,,ESTABLISHED,0,0,0,corp-ms-v4,sx98an2m1,BL
sx98anrb2.network.microsoft.com,199.36.199.0,31:09.4,default,40:45.7,,IDLE,0,0,0,evpz-cp1,sx98anrb1,BL
sx98anrb2.network.microsoft.com,199.32.65.15,31:09.4,default,40:45.3,,CONNECT,0,0,0,evpz-client,sx98anrud,BL
sx98anrb2.network.microsoft.com,199.32.65.14,31:09.4,default,40:46.5,,CONNECT,0,0,0,evpz-client,sx98anruc,BL
sx98anrb2.network.microsoft.com,172.199.238.51,31:09.4,default,47:29.9,,ESTABLISHED,107,0,0,corp-ts-v4,sx98a724y,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::46,31:09.4,default,15:05.9,,ESTABLISHED,1,1,172,corp-ms-v6,sx98an2m1,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::236,31:09.4,default,47:16.8,,ESTABLISHED,131,131,172,corp-ts-v6,sx98a722y,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::216,31:09.4,default,35:01.5,,ESTABLISHED,0,0,0,corp-ts-v6,sx98a721y,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::256,31:09.4,default,07:34.1,,ESTABLISHED,0,0,0,corp-ts-v6,sx98a723y,BL
sx98anrb2.network.microsoft.com,199.32.65.23,31:09.4,default,22:50.6,,ESTABLISHED,0,0,,evpz-client,sx98anrul,BL
sx98anrb2.network.microsoft.com,199.32.65.89,31:09.4,default,05:53.5,,ESTABLISHED,,,,evpz-client,sx98an51b,BL
sx98anrb2.network.microsoft.com,199.32.65.92,31:09.4,default,57:09.0,,ESTABLISHED,,,,evpz-client,sx98an53a,BL
sx98anrb2.network.microsoft.com,172.199.238.11,31:09.4,default,55:30.9,,ESTABLISHED,107,107,357,corp-ts-v4,sx98a721z,BL
sx98anrb2.network.microsoft.com,172.199.238.35,31:09.4,default,07:31.6,,ESTABLISHED,0,0,0,corp-ts-v4,sx98a723y,BL
sx98anrb2.network.microsoft.com,199.33.62.1,31:09.4,default,40:46.8,,IDLE,0,0,0,evpz-db11,,BL
sx98anrb2.network.microsoft.com,199.32.65.21,31:09.4,default,40:45.8,,CONNECT,0,0,0,evpz-client,sx98anruj,BL
sx98anrb2.network.microsoft.com,172.199.238.3,31:09.4,default,34:58.9,,ESTABLISHED,0,0,0,corp-ts-v4,sx98a721y,BL
sx98anrb2.network.microsoft.com,199.36.199.1,31:09.4,default,40:46.8,,IDLE,0,0,0,evpz-cp1,sx98anrb2,BL
sx98anrb2.network.microsoft.com,199.32.65.9,31:09.4,default,54:55.8,,ESTABLISHED,0,20,,evpz-client,sx98an2m2,BL
sx98anrb2.network.microsoft.com,199.32.65.19,31:09.4,default,40:46.6,,CONNECT,0,0,0,evpz-client,sx98anruh,BL
sx98anrb2.network.microsoft.com,199.32.65.18,31:09.4,default,40:45.6,,CONNECT,0,0,0,evpz-client,sx98anrug,BL
sx98anrb2.network.microsoft.com,199.33.62.2,31:09.4,default,40:45.9,,IDLE,0,0,0,evpz-db11,,BL
sx98anrb2.network.microsoft.com,199.33.62.0,31:09.4,default,40:47.0,,IDLE,0,0,0,evpz-db11,,BL
sx98anrb2.network.microsoft.com,199.32.65.94,31:09.4,default,41:35.4,,ESTABLISHED,,,,evpz-client,sx98an54a,BL
sx98anrb2.network.microsoft.com,172.199.224.27,31:09.4,default,39:09.8,,ESTABLISHED,107,107,324,corp-ts-v4,sx98anru2,BL
sx98anrb2.network.microsoft.com,199.32.65.25,31:09.4,default,19:23.1,,ESTABLISHED,0,0,,evpz-client,sx98anrun,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::26,31:09.4,default,55:42.5,,ESTABLISHED,0,0,0,corp-ts-v6,sx98anru1,BL
sx98anrb2.network.microsoft.com,199.32.65.95,31:09.4,default,24:51.8,,ESTABLISHED,,,,evpz-client,sx98an54b,BL
sx98anrb2.network.microsoft.com,199.32.65.90,31:09.4,default,06:57.3,,ESTABLISHED,,,,evpz-client,sx98an52a,BL
sx98anrb2.network.microsoft.com,172.199.238.19,31:09.4,default,47:14.3,,ESTABLISHED,107,107,355,corp-ts-v4,sx98a722y,BL
sx98anrb2.network.microsoft.com,199.37.21.242,31:09.4,default,17:45.5,,ESTABLISHED,241,241,55,corp-wan-v4,sx98inwooca950,BL
sx98anrb2.network.microsoft.com,199.32.65.26,31:09.4,default,38:27.3,,ESTABLISHED,3,3,,evpz-client,sx98anruo,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3000:2::15,31:09.4,default,43:41.4,,ESTABLISHED,0,0,0,corp-wan-v6,sx98inwooca951,BL
sx98anrb2.network.microsoft.com,172.199.238.27,31:09.4,default,36:33.4,,ESTABLISHED,0,107,355,corp-ts-v4,sx98a722z,BL
sx98anrb2.network.microsoft.com,199.32.65.22,31:09.4,default,47:02.2,,ESTABLISHED,0,5,,evpz-client,sx98anruk,BL
sx98anrb2.network.microsoft.com,199.32.65.8,31:09.4,default,15:04.7,,ESTABLISHED,20,20,,evpz-client,sx98an2m1,BL
sx98anrb2.network.microsoft.com,2ff1:f801:3040:1::246,31:09.4,default,36:34.2,,ESTABLISHED,0,0,0,corp-ts-v6,sx98a722z,BL
sx98anrb2.network.microsoft.com,199.37.21.250,31:09.4,default,43:40.3,,ESTABLISHED,0,0,0,corp-wan-v4,sx98inwooca951,BL
sx98anrb2.network.microsoft.com,199.32.65.88,31:09.4,default,22:35.5,,ESTABLISHED,,,,evpz-client,sx98an51a,BL
sx98anrb2.network.microsoft.com,199.32.65.27,31:09.4,default,06:17.2,,ACTIVE,0,0,0,evpz-client,sx98anrup,BL
sx98anrb2.network.microsoft.com,199.32.65.91,31:09.4,default,38:41.9,,ESTABLISHED,,,,evpz-client,sx98an52b,BL
sx98anrb2.network.microsoft.com,2ff1:110:5800:4::15,31:09.4,az-be,41:10.2,,ACTIVE,0,0,0,az-be-wan-v6,msgsintaica151,BL
sx98anrb2.network.microsoft.com,2ff1:110:5800:4::5,31:09.4,az-be,41:09.9,,ACTIVE,0,0,0,az-be-wan-v6,msgsintaica150,BL
sx98anrb2.network.microsoft.com,199.205.6.218,31:09.4,az-be,41:09.9,,ACTIVE,0,0,0,az-be-wan-v4,msgsintaica151,BL
sx98anrb2.network.microsoft.com,199.205.6.210,31:09.5,az-be,41:09.9,,ACTIVE,0,0,0,az-be-wan-v4,msgsintaica150,BL
sx98anrb2.network.microsoft.com,199.252.11.18,31:09.5,inetfe,43:42.0,,ESTABLISHED,0,0,0,inetfe-wan-v4,sx98inwooca901,BL
sx98anrb2.network.microsoft.com,2ff1:f801:b000:2::5,31:09.5,inetfe,43:41.5,,ESTABLISHED,1,1,1,inetfe-wan-v6,sx98inwooca901,BL
sx98anrz2.network.microsoft.com,172.199.224.63,31:09.5,default,25:46.6,,ESTABLISHED,0,0,0,corp-macsec-v4,sx98anre2,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.154,31:09.5,default,46:44.5,,ESTABLISHED,0,0,243,corp-fw-v4,sx98p52ha,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::2ad,31:09.5,default,46:41.4,,ESTABLISHED,51,51,170,corp-ts-v6,sx98a722z,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.61,31:09.5,default,46:38.9,,ESTABLISHED,0,0,58,corp-macsec-v4,sx98anre1,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::6d,31:09.5,default,46:40.9,,ESTABLISHED,0,63,149,corp-ts-v6,sx98anru2,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::f0a,31:09.5,default,43:35.9,,IDLE,0,0,0,corp-hlb-v6,sx98f5bha,Service_leaf
sx98anrz2.network.microsoft.com,199.32.65.2,31:09.5,default,46:41.8,,ESTABLISHED,,,,evpz-bl,sx98anrb3,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.50,31:09.5,default,46:39.7,,ESTABLISHED,273,0,121,corp-ts-v4,sx98anru1,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.54,31:09.5,default,46:39.9,,ESTABLISHED,0,0,328,corp-ts-v4,sx98anru2,Service_leaf
sx98anrz2.network.microsoft.com,172.199.238.90,31:09.5,default,47:30.0,,ESTABLISHED,0,0,0,corp-ts-v4,sx98a724y,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::29d,31:09.5,default,46:40.9,,ESTABLISHED,51,51,172,corp-ts-v6,sx98a721z,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::e1e,31:09.5,default,46:44.5,,ESTABLISHED,86,86,0,corp-fw-v6,sx98p52hb,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::e0a,31:09.5,default,46:40.6,,ESTABLISHED,0,0,0,corp-fw-v6,sx98p52ha,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::2a5,31:09.5,default,47:16.1,,ESTABLISHED,51,51,0,corp-ts-v6,sx98a722y,Service_leaf
sx98anrz2.network.microsoft.com,172.199.238.66,31:09.5,default,46:39.6,,ESTABLISHED,261,261,0,corp-ts-v4,sx98a721y,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::e0e,31:09.5,default,46:40.9,,ESTABLISHED,0,0,0,corp-fw-v6,sx98p52hb,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.206,31:09.5,default,43:35.3,,IDLE,0,0,0,corp-hlb-v4,sx98f5bhb,Service_leaf
sx98anrz2.network.microsoft.com,172.199.238.86,31:09.5,default,46:39.3,,ESTABLISHED,259,0,358,corp-ts-v4,sx98a723z,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.170,31:09.5,default,46:41.4,,ESTABLISHED,1,1,0,corp-fabric-fw-v4,sx98p52hc,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::e1a,31:09.5,default,46:43.0,,ESTABLISHED,86,0,35,corp-fw-v6,sx98p52ha,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::65,31:09.5,default,46:40.8,,ESTABLISHED,0,0,0,corp-ts-v6,sx98anru1,Service_leaf
sx98anrz2.network.microsoft.com,199.32.65.3,31:09.5,default,46:41.8,,ESTABLISHED,,,,evpz-bl,sx98anrb4,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::7e,31:09.5,default,25:47.6,,ESTABLISHED,0,0,0,corp-macsec-v6,sx98anre2,Service_leaf
sx98anrz2.network.microsoft.com,172.199.238.94,31:09.5,default,46:39.4,,ESTABLISHED,261,261,0,corp-ts-v4,sx98a724z,Service_leaf
sx98anrz2.network.microsoft.com,199.32.65.0,31:09.5,default,46:41.6,,ESTABLISHED,,,,evpz-bl,sx98anrb1,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.158,31:09.5,default,46:44.4,,ESTABLISHED,0,0,0,corp-fw-v4,sx98p52hb,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::295,31:09.5,default,46:43.9,,ESTABLISHED,51,51,0,corp-ts-v6,sx98a721y,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::2cd,31:09.5,default,46:40.9,,ESTABLISHED,0,0,172,corp-ts-v6,sx98a724z,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.174,31:09.5,default,46:39.7,,ESTABLISHED,1,1,0,corp-fabric-fw-v4,sx98p52hd,Service_leaf
sx98anrz2.network.microsoft.com,172.199.229.206,31:09.5,vpz,37:07.6,,ESTABLISHED,2,2,5,vpz-hlb-v4,sx98f5bhb,Service_leaf
sx98anrz2.network.microsoft.com,172.199.229.138,31:09.5,vpz,46:44.5,,ESTABLISHED,1,1,5,vpz-fw-v4,sx98p52ha,Service_leaf
sx98anrz2.network.microsoft.com,172.199.229.142,31:09.5,vpz,46:43.2,,ESTABLISHED,1,1,5,vpz-fw-v4,sx98p52hb,Service_leaf
sx98anrz2.network.microsoft.com,172.199.238.82,31:09.5,default,46:39.8,,ESTABLISHED,0,0,0,corp-ts-v4,sx98a723y,Service_leaf
sx98anrz2.network.microsoft.com,172.199.229.202,31:09.5,vpz,51:08.6,,CONNECT,0,0,0,vpz-hlb-v4,sx98f5bha,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:6::e0a,31:09.5,vpz,46:43.3,,ESTABLISHED,1,1,0,vpz-fw-v6,sx98p52ha,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:6::e0e,31:09.5,vpz,46:44.4,,ESTABLISHED,1,1,56,vpz-fw-v6,sx98p52hb,Service_leaf
sx98anrb2.network.microsoft.com,2ff1:f801:b000:2::15,31:09.6,inetfe,43:41.7,,ESTABLISHED,1,1,1,inetfe-wan-v6,sx98inwooca902,BL
sx98anrb2.network.microsoft.com,199.252.11.26,31:09.6,inetfe,43:42.1,,ESTABLISHED,0,1,0,inetfe-wan-v4,sx98inwooca902,BL
sx98anrz2.network.microsoft.com,172.199.224.202,31:09.6,default,43:35.7,,IDLE,0,0,0,corp-hlb-v4,sx98f5bha,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::7a,31:09.6,default,46:44.0,,ESTABLISHED,0,0,0,corp-macsec-v6,sx98anre1,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::2b5,31:09.6,default,46:44.2,,ESTABLISHED,0,0,0,corp-ts-v6,sx98a723y,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::2c5,31:09.6,default,47:32.7,,ESTABLISHED,0,0,0,corp-ts-v6,sx98a724y,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::e2e,31:09.6,default,46:42.1,,ESTABLISHED,0,0,0,corp-fabric-fw-v6,sx98p52hd,Service_leaf
sx98anrz2.network.microsoft.com,172.199.238.70,31:09.6,default,46:39.6,,ESTABLISHED,0,0,0,corp-ts-v4,sx98a721z,Service_leaf
sx98anrz2.network.microsoft.com,172.199.238.74,31:09.6,default,47:14.5,,ESTABLISHED,0,0,0,corp-ts-v4,sx98a722y,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.142,31:09.6,default,46:44.2,,ESTABLISHED,0,0,243,corp-fw-v4,sx98p52hb,Service_leaf
sx98anrz2.network.microsoft.com,199.32.65.1,31:09.6,default,46:41.7,,ESTABLISHED,,,,evpz-bl,sx98anrb2,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::e2a,31:09.6,default,46:41.9,,ESTABLISHED,0,0,35,corp-fabric-fw-v6,sx98p52hc,Service_leaf
sx98anrz2.network.microsoft.com,172.199.238.78,31:09.6,default,46:39.6,,ESTABLISHED,261,261,0,corp-ts-v4,sx98a722z,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::f0e,31:09.6,default,43:34.5,,IDLE,0,0,0,corp-hlb-v6,sx98f5bhb,Service_leaf
sx98anrz2.network.microsoft.com,172.199.224.138,31:09.6,default,46:41.1,,ESTABLISHED,0,0,0,corp-fw-v4,sx98p52ha,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:1::2bd,31:09.6,default,46:43.9,,ESTABLISHED,0,0,172,corp-ts-v6,sx98a723z,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:d::e2e,31:09.6,inter-dc,46:44.8,,ESTABLISHED,0,0,0,inter-dc-fabric-fw-v6,sx98p52hd,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:d::e,31:09.6,inter-dc,25:47.6,,ESTABLISHED,4,4,2,inter-dc-macsec-v6,sx98anre2,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:8::e1e,31:09.6,hgs,46:45.6,,ESTABLISHED,1,1,4,hgs-fabric-fw-v6,sx98p52hd,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:d::e1a,31:09.6,inter-dc,46:43.9,,ESTABLISHED,0,0,0,inter-dc-fw-v6,sx98p52ha,Service_leaf
sx98anrz2.network.microsoft.com,172.199.226.7,31:09.6,inter-dc,25:46.7,,ESTABLISHED,12,12,6,inter-dc-macsec-v4,sx98anre2,Service_leaf
sx98anrz2.network.microsoft.com,2ff1:f801:3040:7::e2a,31:09.6,be,43:56.4,,CONNECT,0,0,0,be-fabric-fw-v6,sx98p52hc,Service_leaf
